来源*,Species,Ploidy,Filename,annotation_file,Accession name,Order,Family,Clade,APG IV,Chromosome-level,Publish year,Publication,PMID/DOI,Estimated genome size (Mb),Assembled genomesize(Mb),Predicted gene number,Scaffold N50 size (Kb),Contig N50 size(Kb),Sequencing platform,Sequencing platform classification,Country/institution,HiC for scaffoldng,Software of contig assembly,Software of polishing,Software of scaffloding,Software of  HiC scaffoldng,T2T/Pan-genome,Genome links,Annotation links,NA
统计条目,Echinochloa haploclada,NA,EH.fasta.gz,EH.gff3.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2020/7/2,Molecular Plant,32622997,420,440,36946,48750,930,Illumina;PacBio,Other TGS,China,yes,Canu,Arrow;Pilon,3D-DNA;ALLHIC,3D-DNA;ALLHIC,no,http://ibi.zju.edu.cn/RiceWeedomes/Echinochloa/,https://genomevolution.org/coge/NotebookView.pl?nid=3091,
统计条目,Echinochloa oryzicola,tetraploid,GWHBDNS00000000.genome.fasta.gz,GWHBDNS00000000.gff.gz,ZJU2,Poales,Poaceae,Commelinids,Monocots,yes,2022/2/3,Nature Communications,10.1038/s41467-022-28359-9,1000,945.6,68544,NA,NA,PacBio;Illumina,Other TGS,China,yes,Canu,Racon;Pilon,ALLHIC,ALLHIC,no,https://ngdc.cncb.ac.cn/search/?dbId=&q=PRJCA003883,https://genomevolution.org/coge/NotebookView.pl?nid=3091,
补充条目,Echinochloa phyllopogon,NA,GCA_033239725.1_ASM3323972v1_genomic.fna.gz,Echinochloa_phyllopogon\Echinochloa_phyllopogon_GCA_033239725.1_ASM3323972v1_genomic.gtf,ASM3323972v1,Poales,Poaceae,Commelinids,Monocots,no,2023/6/15,NA,GCA_033239725.1,NA,1002.677761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/033/239/Echinochloa_phyllopogon_monocots_ASM3323972v1_GCA_033239725.1/GCA_033239725.1_ASM3323972v1_genomic.fna.gz,NA,
统计条目,Eleusine coracana,tetraploid,GCA_032690845.1_Eleusine_coracana_v1.0_genomic.fna.gz,GCA_032690845.1_Eleusine_coracana_v1.0_genomic.gff.gz,subsp. coracana KNE 796,Poales,Poaceae,Commelinids,Monocots,yes,2023/6/21,Nature Communications,10.1038/s41467-023-38915-6,1500,1110,48836,61300,15300,PacBio;Illumina,Other TGS,USA,yes,Mecat,Quiver,Juicer,Juicer,no,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA838475,https://phytozomeNAnext.jgi.doe.gov/info/Ecoracana_v1_1,
统计条目,Eleusine indica,diploid,GCA_003369855.1_ASM336985v1_genomic.fna.gz,Eleusine_indica\Eleusine_indica_GCA_040549725.1_ASM4054972v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2019/4/10,Pest management science,30851005,584,492,25467,233,32.4,Illumina,NGS,USA,no,Velvet,NA,SSPACE,NA,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_003369855.1/,https://phytozomeNAnext.jgi.doe.gov/info/Ecoracana_v1_1,
统计条目,Elymus nutans,hexaploid,GWHFAJN00000000.1.genome.fasta.gz,PRODUCTION_51_result.gtf,‘Aba’,Poales,Poaceae,Commelinids,Monocots,yes,2025/6/18,Plant Biotechnology Journal,10.1111/pbi.70117,NA,9458.615163,NA,424536.636,NA,ONT;Illumina,Other TGS,China,yes,Canu;WTDBG,Racon;Pilon;BWA,LACHESIS,LACHESIS;HiC-Pro;BWA,no,https://ngdc.cncb.ac.cn/gwh/Assembly/85969/show,https://phytozomeNAnext.jgi.doe.gov/info/Ecoracana_v1_1,
统计条目,Elymus sibiricus,allotetraploid,E.sibiricus.fa.gz,E.sibiricus.gff3,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/11/1,Scientific Data,10.1038/s41597-024-03622-4,NA,6929.46,89800,37600,49518,PacBio;BGI,HIFI;NGS,China,yes,Hifiasm,NA,ALLHiC,Juicer,no,https://doi.org/10.6084/m9.figshare.24964659,https://doi.org/10.6084/m9.figshare.24964659,
统计条目,Eragrostis curvula,diploid,GCA_007726485.1_CERZOS_EC1.0_genomic.fna.gz,GCA_007726485.1_CERZOS_EC1.0_genomic.gff.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2019/7/15,Scientific Reports,31308395,660,602,56469,43410,791,Illumina;PacBio,Other TGS,Argentina,yes,Canu;Falcon,Arrow,HiRise,HiRise,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_007726485.1/,https://doi.org/10.6084/m9.figshare.24964659,
统计条目,Eragrostis nindensis,NA,GCA_012490785.1_MSU_Enin_2.1_genomic.fna.gz,Eragrostis_nindensis_annos1-cds0-id_typename-nu1-upa1-add_chr0.gid54689.gff,NA,Poales,Poaceae,Commelinids,Monocots,no,2020/4/23,PNAS,32327609,1035,986,107683,NA,520,Illumina;PacBio,Other TGS,USA,no,Canu,Pilon,NA,NA,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_012490785.1/,https://doi.org/10.6084/m9.figshare.24964659,
统计条目,Eragrostis tef,tetraploid,Eragrostis_tef_tef.faa,Eragrostis_tef_tef_annos1-cds0-id_typename-nu1-upa1-add_chr0.gid50954.gff,Dabbi,Poales,Poaceae,Commelinids,Monocots,yes,2020/2/14,Nature Communications,32060277,622,578,68255,NA,1550,Illumina;PacBio,Other TGS,USA,yes,Canu,Pilon,3D-DNA,3D-DNA,no,https://genomevolution.org/coge/GenomeInfo.pl?gid=50954,https://doi.org/10.6084/m9.figshare.24964659,
补充条目,Eremochloa ophiuroides,NA,GCA_038502445.1_ASM3850244v1_genomic.fna.gz,Eremochloa_ophiuroides\Eremochloa_ophiuroides_GCA_038502445.1_ASM3850244v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2024/4/26,NA,GCA_038502445.1,NA,853.4718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/038/502/Eremochloa_ophiuroides_monocots_ASM3850244v1_GCA_038502445.1/GCA_038502445.1_ASM3850244v1_genomic.fna.gz,NA,
统计条目,Erianthus rufipilus,NA,GWHBRAN00000000.genome.fasta.gz,PRODUCTION_63_result.gtf,Yunnan2009-3,Poales,Poaceae,Commelinids,Monocots,yes,2023/3/30,Nature Plants,10.1038/s41477-023-01378-0,756.6,858.7,32770,NA,76900,PacBio;Illumina,HiFi,China,yes,Hifiasm;Canu;HiCanu,NA,NA,NA,T2T,https://ngdc.cncb.ac.cn/search/?dbId=gwh&q=PRJCA014818,http://sugarcane.zhangjisenlab.cn/SugarcaneDB/#/downloads,
补充条目,Eriochloa villosa,NA,GWHITIV00000000.1.genome.fasta.gz,GWHITIV00000000.1.gff.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2026/5/11,NA,GWHITIV00000000.1,NA,916.8193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/gwh/Plants/Eriochloa_villosa_YS3_GWHITIV00000000.1/GWHITIV00000000.1.genome.fasta.gz,https://download.cncb.ac.cn/gwh/Plants/Eriochloa_villosa_YS3_GWHITIV00000000.1/GWHITIV00000000.1.gff.gz,
补充条目,Festuca francoi,NA,GCA_051253515.1_ASM5125351v1_genomic.fna.gz,PRODUCTION_64_result.gtf,ASM5125351v1,Poales,Poaceae,Commelinids,Monocots,no,2025/7/8,NA,GCA_051253515.1,NA,780.447117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/051/253/Festuca_francoi_monocots_ASM5125351v1_GCA_051253515.1/GCA_051253515.1_ASM5125351v1_genomic.fna.gz,NA,
统计条目,Festuca glaucescens,tetraploid,GCA_052817425.1_IPG_FesGla_1_genomic.fna.gz,GCA_052817425.1_IPG_FesGla_1_genomic.gff.gz,NA,Poales,Poaceae,Commelinids,Monocots,no,2025/11/18,BMC Plant Biology,10.1186/s12870-025-07558-8,NA,5520,72385,NA,870,Illumina;PacBio,HiFi,Poland,no,Hifiasm,NA,NA,NA,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_052817425.1/,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_052817425.1/,
补充条目,Festuca petraea,NA,GCA_051419415.1_ASM5141941v1_genomic.fna.gz,NA,ASM5141941v1,Poales,Poaceae,Commelinids,Monocots,no,2025/7/20,NA,GCA_051419415.1,NA,1188.724153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/051/419/Festuca_petraea_monocots_ASM5141941v1_GCA_051419415.1/GCA_051419415.1_ASM5141941v1_genomic.fna.gz,NA,
统计条目,Guadua angustifolia,tetraploid,Guadua_angustifolia.faa,Guadua_angustifolia_annos1-cds0-id_typename-nu1-upa1-add_chr0.gid67924.gff,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/3/15,Nature Genetics,10.1038/s41588-024-01683-0,1580,1545.93,47971,54949.77,1256.31,ONT,ONT,China,yes,CANU;SMARTdenovo;NextDenovo,Racon;Nextpolish;Pilon,LACHESIS,BWA;HiC-Pro;LACHESIS,pan-genome,JAYEVI000000000,https://genomevolution.org/coge/NotebookView.pl?nid=3091,
补充条目,Hierochloe odorata,NA,GCA_965212095.1_lpHieOdor1.hap1.1_genomic.fna.gz,Hierochloe_odorata\Hierochloe_odorata_GCA_965212095.1_lpHieOdor1.hap1.1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2025/3/17,NA,GCA_965212095.1,NA,3602.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/965/212/Hierochloe_odorata_monocots_lpHieOdor1.hap1.1_GCA_965212095.1/GCA_965212095.1_lpHieOdor1.hap1.1_genomic.fna.gz,NA,
补充条目,Holcus mollis,NA,GCA_965644205.1_lpHolMoll1.hap2.1_genomic.fna.gz,Holcus_mollis\Holcus_mollis_GCA_965644105.1_lpHolMoll1.hap1.1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2025/7/27,NA,GCA_965644205.1,NA,2440.4448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/965/644/Holcus_mollis_monocots_lpHolMoll1.hap2.1_GCA_965644205.1/GCA_965644205.1_lpHolMoll1.hap2.1_genomic.fna.gz,NA,
补充条目,Holcus rigidus,NA,GCA_051253295.1_ASM5125329v1_genomic.fna.gz,PRODUCTION_53_result.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2025/7/8,NA,GCA_051253295.1,NA,891.6085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/051/253/Holcus_rigidus_monocots_ASM5125329v1_GCA_051253295.1/GCA_051253295.1_ASM5125329v1_genomic.fna.gz,NA,
统计条目,Hordeum brevisubulatum,diploid,GWHFQVE00000000.1.genome.fasta.gz,PRODUCTION_54_result.gtf,PI531775,Poales,Poaceae,Commelinids,Monocots,yes,2025/3/14,Nature Plants,10.1038/s41477-025-01942-w,3590,3470,73672,476190,82350,PacBio,HiFi,China,yes,Hifiasm,Falcon-like,3D-DNA,3D-DNA,no,https://download.cncb.ac.cn/gwh/Plants/Hordeum_brevisubulatum_Hordeum_brevisubulatum_GWHFQVE00000000.1/GWHFQVE00000000.1.genome.fasta.gz,https://genomevolution.org/coge/NotebookView.pl?nid=3091,
统计条目,Hordeum bulbosum,diploid,GCA_963514045.1_Hbulbosum_FB19_011_3_genomic.fna.gz,Hordeum_bulbosum\Hordeum_bulbosum_GCA_963513915.1_Hbulbosum_Hbulbosum_PI365428_genomic.gtf,FB19-011-3,Poales,Poaceae,Commelinids,Monocots,yes,2025/7/9,Nature,10.1038/s41586-025-09270-x,NA,7300,NA,522800,9700,PacBio,HiFi,Germany,yes,Hifiasm,NA,SOAPdenovo,EMBOSS,pan-genome,https://www.ebi.ac.uk/ena/data/view/PRJEB65276,https://genomevolution.org/coge/NotebookView.pl?nid=3091,
统计条目,Hordeum erectifolium,diploid,GCA_978496365.1_lpHorErec1.1_genomic.fna.gz,GCA_978496365.1_lpHorErec1.1_genomic.gff.gz,NGB6816,Poales,Poaceae,Commelinids,Monocots,yes,2026/3/24,New Phytologist,10.1111/nph.71091,4400,3850,71475,NA,NA,ONT;Illumina;10x Genomics Linked-Reads,ONT;Illumina,Germany,yes,Flye,Racon;Medaka;BWA;Hapo-G,Tigmint;Bionano;TRITEX,TRITEX,no,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/978/496/Hordeum_erectifolium_monocots_lpHorErec1.1_GCA_978496365.1/GCA_978496365.1_lpHorErec1.1_genomic.fna.gz,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/978/496/Hordeum_erectifolium_monocots_lpHorErec1.1_GCA_978496365.1/GCA_978496365.1_lpHorErec1.1_genomic.gff.gz,
统计条目,Hordeum marinum,diploid,GWHBJBH00000000.genome.fasta.gz,GWHBJBH00000000.gff.gz,H559,Poales,Poaceae,Commelinids,Monocots,yes,2022/5/5,Plant Communications,10.1016/j.xplc.2022.100333,3996,3816,41045,524470,6830,PacBio;Illumina,Other TGS,China,yes,Falcon,Quiver;Pilon,FragScaff,NA,no,https://ngdc.cncb.ac.cn/search/?dbId=gwh&q=PRJCA009391,https://genomevolution.org/coge/NotebookView.pl?nid=3091,
补充条目,Hordeum pubiflorum,NA,GCA_000582825.1_Hordeum_pubiflorum_assembly1_genomic.fna.gz,GCA_000582825.1_Hordeum_pubiflorum_assembly1_genomic.gff.gz,Hordeum_pubiflorum_assembly1,Poales,Poaceae,Commelinids,Monocots,no,2013/8/30,NA,GCA_000582825.1,NA,1425.274558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/000/582/Hordeum_pubiflorum_monocots_Hordeum_pubiflorum_assembly1_GCA_000582825.1/GCA_000582825.1_Hordeum_pubiflorum_assembly1_genomic.fna.gz,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/000/582/Hordeum_pubiflorum_monocots_Hordeum_pubiflorum_assembly1_GCA_000582825.1/GCA_000582825.1_Hordeum_pubiflorum_assembly1_genomic.gff.gz,
统计条目,Hordeum spontaneum,diploid,Chromosome_EC_S1.fasta.gz,EC-S1_pseudomolecules_V1.high_confidence.gff,EC-S1,Poales,Poaceae,Commelinids,Monocots,yes,2022/8/29,Plant Biotechnology Journal,10.1111/pbi.13917,5000,5025,39179,NA,3525,ONT;Illumina,Other TGS,China,yes,NextDenovo,Racon;Pilon,BioNano Access;LACHESIS,LACHESIS,no,https://db.cngb.org/search/project/CNP0003286/,https://doi.org/10.5281/zenodo.6859785,
统计条目,Hordeum vulgare,diploid,GCA_029782615.1_ASM2978261v1_genomic.fna.gz,EC_S1.gff,EC_S1,Poales,Poaceae,Commelinids,Monocots,yes,2023/8/10,Scientific Data,10.1038/s41597-023-02434-2,4560,5052.015165,39179,90435.441,3525.661,ONT;Illumina,Other TGS,China,yes,NextDenovo,Nextpolish;Racon,BioNano Access,NA,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_029782615.1/,https://doi.org/10.5281/zenodo.6859785,
统计条目,Hsuehochloa calcarea,tetraploid,GCA_036346395.1_KIB_Hcal_1_genomic.fna.gz,Ampelocalamus_calcareus_annos1-cds0-id_typename-nu1-upa1-add_chr0.gid67919.gff,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/3/15,Nature Genetics,10.1038/s41588-024-01683-0,NA,NA,41907,NA,30.7,Illumina;ONT,ONT,China,yes,Canu;SMARTdenovo;NextDenovo,Racon;Nextpolish;Pilon,NA,LACHESIS,no,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA948693,https://genomevolution.org/coge/NotebookView.pl?nid=3091,
统计条目,Hygroryza aristata,diploid,GWHFGLW00000000.1.genome.fasta.gz,GWHFGLW00000000.1.gff.gz,hap1,Poales,Poaceae,Commelinids,Monocots,yes,2025/3/28,BMC Genomic Data,10.1186/s12863-025-01314-5,700,349.74,39139,NA,NA,PacBio;ONT,HiFi;ONT ultra long,China,yes,Hifiasm,NA,NA,Juicer,T2T,https://ngdc.cncb.ac.cn/gwh/Assembly/86182/show,https://genomevolution.org/coge/NotebookView.pl?nid=3091,
补充条目,Hyparrhenia diplandra,NA,GCA_015847255.1_Hd-A1025-Draft-PanAnd-1.0_genomic.fna.gz,PRODUCTION_55_result.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2020/12/8,NA,GCA_015847255.1,NA,2072.0151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/015/847/Hyparrhenia_diplandra_monocots_Hd-A1025-Draft-PanAnd-1.0_GCA_015847255.1/GCA_015847255.1_Hd-A1025-Draft-PanAnd-1.0_genomic.fna.gz,NA,
统计条目,Indocalamus tessellatus,tetraploid,GCA_048537245.1_ASM4853724v1_genomic.fna.gz,Ites_genes.gff,NA,Poales,Poaceae,Commelinids,Monocots,yes,2025/10/28,Scientific Data,10.1038/s41597-025-05988-5,2300,2890,41765,117660,40510,BGI;PacBio,HiFi,China,yes,Hifiasm,NA,HapHiC,HapHiC,no,https://identifiers.org/ncbi/insdc.gca:GCA_048537245.1,https://figshare.10.6084/m9.figshare.28869197,
补充条目,Leersia oryzoides,NA,GCA_965153235.2_lpLeeOryz1.hap1.2_genomic.fna.gz,Leersia_oryzoides\Leersia_oryzoides_GCA_965153235.2_lpLeeOryz1.hap1.2_genomic.gtf,lpLeeOryz1.hap1.2,Poales,Poaceae,Commelinids,Monocots,yes,2025/10/26,NA,GCA_965153235.2,NA,766.351316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/965/153/Leersia_oryzoides_rice_cutgrass_lpLeeOryz1.hap1.2_GCA_965153235.2/GCA_965153235.2_lpLeeOryz1.hap1.2_genomic.fna.gz,NA,
统计条目,Leersia perrieri,NA,GCA_000325765.3_Lperr_V1.4_genomic.fna.gz,Leersia_perrieri.maker.gff,NA,Poales,Poaceae,Commelinids,Monocots,yes,2018/1/22,Nature Genetics,30291357,323,267,29078,8681.563,50.248,Illumina,NGS,USA,no,ALLPATHS,NA,SSPACE;Genome Puzzle Master,NA,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_000325765.3/,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Leymus chinensis,allotetraploid,Lc6_hap_resolved_genome.fa.gz,Lc6.combined.gff3.gz,Lc6_hap_resolved_improved,Poales,Poaceae,Commelinids,Monocots,yes,2026/1/29,Plant Biotechnology Journal,10.1111/pbi.70565,8210,7960,NA,NA,NA,PacBio;Illumina,PacBio;Illumina,China,yes,Hifiasm,NA,RagTag,HiC?Pro,no,https://figshare.com/ndownloader/files/60701083,https://figshare.com/ndownloader/files/60701050,
补充条目,Lithachne pauciflora,NA,GCA_052447275.1_KIB_Lpa_1.0_genomic.fna.gz,Lithachne_pauciflora\Lithachne_pauciflora_GCA_052447275.1_KIB_Lpa_1.0_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2025/9/4,NA,GCA_052447275.1,NA,1697.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/052/447/Lithachne_pauciflora_monocots_KIB_Lpa_1.0_GCA_052447275.1/GCA_052447275.1_KIB_Lpa_1.0_genomic.fna.gz,NA,
统计条目,Lolium multiflorum,diploid,Adret2v2.fasta,PRODUCTION_56_result.gtf,Adret_v2,Poales,Poaceae,Commelinids,Monocots,yes,2024/2/27,The Plant Journal,10.1111/tpj.16693,2500,NA,NA,NA,NA,Illumina,NGS,Switzerland,no,NA,NA,RagTag,NA,no,https://doi.org/10.5281/zenodo.10210210,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Lolium multiflorum cv. ‘Rabiosa’,diploid,GCA_030979885.1_Rabiosa_unphased_assembly_genomic.fna.gz,GCA_030979885.1_Rabiosa_unphased_assembly_genomic.gff.gz,cv. ‘Rabiosa’,Poales,Poaceae,Commelinids,Monocots,yes,2025/9/18,Plant Genome,10.1002/tpg2.70079,NA,2750,72069,338750,1332.6,ONT;Illumina,Other TGS,Switzerland,yes,Flye; Canu,Polca,3D-DNA;Juicer,3D-DNA;Juicer,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030979885.1/,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Lolium perenne,diploid,GCF_019359855.2_Kyuss_2.0_genomic.fna.gz,GCA_019359855.2_Kyuss_2.0_genomic.gff.gz,Kyuss,Poales,Poaceae,Commelinids,Monocots,yes,2021/7/10,Genome Biology and Evolution,10.1093/gbe/evab159,2720,2281,38868,11276,11740,ONT;Illumina,Other TGS,Switzerland,no,Flye,Medaka;Pilon,ALLMAPS,NA,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_019359855.1/,https://figshare.10.6084/m9.figshare.28869197,
补充条目,Lolium rigidum,NA,GCF_022539505.1_APGP_CSIRO_Lrig_0.1_genomic.fna.gz,GCF_022539505.1_APGP_CSIRO_Lrig_0.1_genomic.gff.gz,APGP_CSIRO_Lrig_0.1,Poales,Poaceae,Commelinids,Monocots,yes,2022/3/14,NA,GCF_022539505.1,NA,2438.467165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCF/022/539/Lolium_rigidum_monocots_APGP_CSIRO_Lrig_0.1_GCF_022539505.1/GCF_022539505.1_APGP_CSIRO_Lrig_0.1_genomic.fna.gz,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCF/022/539/Lolium_rigidum_monocots_APGP_CSIRO_Lrig_0.1_GCF_022539505.1/GCF_022539505.1_APGP_CSIRO_Lrig_0.1_genomic.gff.gz,
补充条目,Melocanna baccifera,NA,GCA_036346265.1_KIB_Mbac_1_genomic.fna.gz,Melocanna_baccifera\Melocanna_baccifera_GCA_036346265.1_KIB_Mbac_1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/2/2,NA,GCA_036346265.1,NA,1077.0663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/036/346/Melocanna_baccifera_monocots_KIB_Mbac_1_GCA_036346265.1/GCA_036346265.1_KIB_Mbac_1_genomic.fna.gz,NA,
统计条目,Microstegium vimineum,NA,GCA_022036555.1_ASM2203655v1_genomic.fna.gz,Microstegium_vimineum\Microstegium_vimineum_GCA_022036555.1_ASM2203655v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2021/10/28,Genome Biology and Evolution,10.1093/gbe/evab238,1200,1120,39604,53440,605,PacBio,Other TGS,USA,yes,wtdbg,NA,HiRise,HiRise,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_022036555.1/,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Miscanthus floridulus,diploid,GCF_019320115.1_ASM1932011v1_genomic.fna.gz,GCF_019320115.1_ASM1932011v1_genomic.gff.gz,MF70,Poales,Poaceae,Commelinids,Monocots,yes,2021/5/5,Nature Plants,10.1038/s41477-021-00908-y,2462.35,2684.39,76913,1644.938,820.435,PacBio;Illumina,Other TGS,China,yes,Falcon,Quiver;Pilon,FragScaff;LACHESIS,LACHESIS,no,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA598249,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Miscanthus lutarioriparius,diploid,GCA_904845875.1_Mlu_assembly_genomic.fna.gz,GCA_904845875.1_Mlu_assembly_genomic.gff.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2021/4/28,Nature Communications,10.1038/s41467-021-22738-4,2190,2070,68328,113460,1710,ONT;Illumina,Other TGS,China,yes,SMARTdenovo,Racon;Pilon,3D-DNA;LACHESIS,3D-DNA;LACHESIS,no,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJEB40463,https://figshare.10.6084/m9.figshare.28869197,
补充条目,Miscanthus sacchariflorus,NA,GCA_002993905.1_Msac_v3_genomic.fna.gz,Miscanthus_sacchariflorus\Miscanthus_sacchariflorus_GCA_002993905.1_Msac_v3_genomic.gtf,Msac_v3,Poales,Poaceae,Commelinids,Monocots,yes,2018/3/14,NA,GCA_002993905.1,NA,2074.921001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/002/993/Miscanthus_sacchariflorus_Amur_silver_grass_Msac_v3_GCA_002993905.1/GCA_002993905.1_Msac_v3_genomic.fna.gz,NA,
统计条目,Miscanthus sinensis,NA,Msinensis_497_v7.0.fa.gz,Msinensis_497_v7.1.gene.gff3.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2020/10/28,Nature Communications,33116128,2500,1680,67967,190,33.1,Illumina,NGS,USA,yes,Meraculous,NA,HiRise,HiRise,no,https://phytozome-next.jgi.doe.gov/info/Msinensis_v7_1,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Neostapfia colusana,diploid,GCA_030760725.1_lpNeoColu1.0.hap1_genomic.fna.gz,Neostapfia_colusana\Neostapfia_colusana_GCA_030760725.1_lpNeoColu1.0.hap1_genomic.gtf,haplotype 1,Poales,Poaceae,Commelinids,Monocots,yes,2025/10/7,Journal of  Heredity,10.1093/jhered/esaf075,2210 (diploid),2136,30836 (diploid),112313,10112,PacBio,HiFi,USA,yes,Hifiasm,NA,SALSA,Arima-HiC,no,https://www.ncbi.nlm.nih.gov/nuccore/GCA_030760725.1,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Olyra latifolia,diploid,Olyra_latifolia.faa,ola.gff.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/3/15,Nature Genetics,10.1038/s41588-024-01683-0,680,639.19,31189,57043.75,13669.5,ONT,ONT,China,yes,CANU;SMARTdenovo;NextDenovo,Racon;Nextpolish;Pilon,LACHESIS,BWA;HiC-Pro;LACHESIS,pan-genome,JAYEVB000000000,https://figshare.10.6084/m9.figshare.28869197,
补充条目,Orcuttia inaequalis,NA,GCA_052094925.1_lpOrcInae1.0.p_genomic.fna.gz,Orcuttia_inaequalis\Orcuttia_inaequalis_GCA_052094925.1_lpOrcInae1.0.p_genomic.gtf,lpOrcInae1.0.p,Poales,Poaceae,Commelinids,Monocots,no,2025/8/18,NA,GCA_052094925.1,NA,1547.940159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/052/094/Orcuttia_inaequalis_monocots_lpOrcInae1.0.p_GCA_052094925.1/GCA_052094925.1_lpOrcInae1.0.p_genomic.fna.gz,NA,
补充条目,Orinus kokonorica,NA,GWHFAJP00000000.1.genome.fasta.gz,GWHFAJP00000000.1.gff.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/8/17,NA,GWHFAJP00000000.1,NA,555.9462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/gwh/Plants/Orinus_kokonoricus_Oko_GWHFAJP00000000.1/GWHFAJP00000000.1.genome.fasta.gz,https://download.cncb.ac.cn/gwh/Plants/Orinus_kokonoricus_Oko_GWHFAJP00000000.1/GWHFAJP00000000.1.gff.gz,
