group,No.Genome,No.species,来源*,Species,Ploidy,Filename,annotation_file,Accession name,Order,Family,Clade,APG IV,Chromosome-level,Publish year,Publication,PMID/DOI,Estimated genome size (Mb),Assembled genomesize(Mb),Predicted gene number,Scaffold N50 size (Kb),Contig N50 size(Kb),Sequencing platform,Sequencing platform classification,Country/institution,HiC for scaffoldng,Software of contig assembly,Software of polishing,Software of scaffloding,Software of  HiC scaffoldng,T2T/Pan-genome,Genome links,Annotation links,genome_path,annotation_path
Huada_FTP_update,92,58,??????,Bonia amplexicaulis,hexaploid,GCA_036346245.1_KIB_Bamp_2_genomic.fna.gz,Bonia_amplexicaulis_GCA_036346245.1_KIB_Bamp_2_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/3/15,"Ma et al., Genome assemblies of 11 bamboo species highlight diversification induced by dynamic subgenome dominance. Nature Genetics. 2024",10.1038/s41588-024-01683-0,870,850.46,47213,22770.75 ,2704.26 ,ONT,ONT,China,yes,CANU;SMARTdenovo;NextDenovo,Racon;Nextpolish;Pilon,LACHESIS,BWA;HiC-Pro;LACHESIS,pan-genome,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Bonia_amplexicaulis/GCA_036346245.1_KIB_Bamp_2_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Bonia_amplexicaulis/Bonia_amplexicaulis_GCA_036346245.1_KIB_Bamp_2_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Bonia_amplexicaulis/GCA_036346245.1_KIB_Bamp_2_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Bonia_amplexicaulis/Bonia_amplexicaulis_GCA_036346245.1_KIB_Bamp_2_genomic.gtf
原始数据可用,94,59,??????,Bothriochloa decipiens,NA,GCA_023333625.1_ASM2333362v1_genomic.fna.gz,Bothriochloa_decipiens_GCA_023333625.1_ASM2333362v1_genomic.gtf,COB1-7,Poales,Poaceae,Commelinids,Monocots,yes,2023/5/12,GigaScience,10.1093/gigascience/giad034,1250,1218.22,60652,53950,80.2,Illumina,NGS,Australia,yes,Supernova,NA,HiRise,HiRise,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_023333625.1/,https://genomevolution.org/coge/NotebookView.pl?nid=3091,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_023333625.1_ASM2333362v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Bothriochloa_decipiens/Bothriochloa_decipiens_GCA_023333625.1_ASM2333362v1_genomic.gtf
Huada_FTP_update,154,60,??????,Brachypodium distachyon,diploid,GCA_000005505.4_Brachypodium_distachyon_v3.0_genomic.fna.gz,Brachypodium_distachyon_GCA_000005505.4_Brachypodium_distachyon_v3.0_genomic.gtf,Bd21,Poales,Poaceae,Commelinids,Monocots,yes,2024/3/4,Genome biology,10.1186/s13059-024-03206-w,NA,19700,34305,60349.883,60300,PacBio;BGI;Illumina,HiFi;NGS;other TGS,China,yes,Hifiasm,NA,3D-DNA,3D-DNA;Juicer,T2T,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Brachypodium_distachyon/GCA_000005505.4_Brachypodium_distachyon_v3.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Brachypodium_distachyon/Brachypodium_distachyon_GCA_000005505.4_Brachypodium_distachyon_v3.0_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Brachypodium_distachyon/GCA_000005505.4_Brachypodium_distachyon_v3.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Brachypodium_distachyon/Brachypodium_distachyon_GCA_000005505.4_Brachypodium_distachyon_v3.0_genomic.gtf
Huada_FTP_update,156,61,??????,Brachypodium hybridum,allotetraploid,GCA_036872515.1_ASM3687251v1_genomic.fna.gz,Brachypodium_hybridum_GCA_036872515.1_ASM3687251v1_genomic.gtf,IBd483,Poales,Poaceae,Commelinids,Monocots,yes,2024/3/4,Genome biology,10.1186/s13059-024-03206-w,NA,39600,69991,32250.776,29700,PacBio;BGI;Illumina,HiFi;NGS;other TGS,China,yes,Hifiasm,NA,3D-DNA,3D-DNA;Juicer,T2T,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Brachypodium_hybridum/GCA_036872515.1_ASM3687251v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Brachypodium_hybridum/Brachypodium_hybridum_GCA_036872515.1_ASM3687251v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Brachypodium_hybridum/GCA_036872515.1_ASM3687251v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Brachypodium_hybridum/Brachypodium_hybridum_GCA_036872515.1_ASM3687251v1_genomic.gtf
非UTR-缺注释,159,62,统计条目,Brachypodium stacei,diploid,Bstacei_316_v1.0.fa.gz,Bstacei_316_v1.1.gene_exons.gff3.gz,Bst99,Poales,Poaceae,Commelinids,Monocots,yes,2024/3/4,Genome biology,10.1186/s13059-024-03206-w,NA,19400,29801,26108.307,22900,PacBio;BGI;Illumina,HiFi;NGS;other TGS,China,yes,Hifiasm,NA,3D-DNA,3D-DNA;Juicer,T2T,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHDUCX00000000.genome.fasta.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/Bstacei_316_v1.0.fa.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Bstacei_316_v1.1.gene_exons.gff3.gz
Huada_FTP_update,160,63,??????,Brachypodium sylvaticum,diploid,GCA_040967415.1_ASM4096741v1_genomic.fna.gz,Brachypodium_sylvaticum_GCA_040967415.1_ASM4096741v1_genomic.gtf,Ain1,Poales,Poaceae,Commelinids,Monocots,yes,2023/10/26,G3-Genes Genomes Genetics,10.1093/g3journal/jkad245,360,358.28,36927,5000,844,PacBio;Illumina,Other TGS,USA,no,Falcon,Quiver,NA,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Brachypodium_sylvaticum/GCA_040967415.1_ASM4096741v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Brachypodium_sylvaticum/Brachypodium_sylvaticum_GCA_040967415.1_ASM4096741v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Brachypodium_sylvaticum/GCA_040967415.1_ASM4096741v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Brachypodium_sylvaticum/Brachypodium_sylvaticum_GCA_040967415.1_ASM4096741v1_genomic.gtf
原始数据可用,161,64,??????,Bromus sterilis,diploid,GCA_950022295.1_lpBroSter1.1_genomic.fna.gz,Bromus_sterilis_GCA_950022295.1_lpBroSter1.1_genomic.gtf,KDTOL10166,Poales,Poaceae,Commelinids,Monocots,yes,2024/9/18,Wellcome Open Research,10.12688/wellcomeopenres.22994.2,3120,2677.9,29147 ,379500,338400,PacBio,HiFi,UK,yes,Hifiasm,NA,NA,BWA;YAHS,no,https://identifiers.org/ena.embl/PRJEB60321,https:// ngdc. cncb. ac. cn/ gwh/ Assembly/ 68115/ show,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_950022295.1_lpBroSter1.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Bromus_sterilis/Bromus_sterilis_GCA_950022295.1_lpBroSter1.1_genomic.gtf
原始数据可用,162,65,???????,Bromus tectorum,NA,GCA_042919945.1_lpBroTect1.o.p_genomic.fna.gz,Bromus_tectorum_GCA_042919945.1_lpBroTect1.o.p_genomic.gtf,lpBroTect1.o.p,Poales,Poaceae,Commelinids,Monocots,no,2024/10/15,NA,GCA_042919945.1,NA,2188.57379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/042/919/Bromus_tectorum_monocots_lpBroTect1.o.p_GCA_042919945.1/GCA_042919945.1_lpBroTect1.o.p_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_042919945.1_lpBroTect1.o.p_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf3/Bromus_tectorum/Bromus_tectorum_GCA_042919945.1_lpBroTect1.o.p_genomic.gtf
原始数据可用,164,66,???????,Campeiostachys kamoji,NA,GWHFLAD00000000.1.genome.fasta.gz,GWHFLAD00000000.1.gff.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2025/2/13,NA,GWHFLAD00000000.1,NA,11136.9405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/gwh/Plants/Campeiostachys_kamoji_Roegneria_kamoji_GWHFLAD00000000.1/GWHFLAD00000000.1.genome.fasta.gz,https://download.cncb.ac.cn/gwh/Plants/Campeiostachys_kamoji_Roegneria_kamoji_GWHFLAD00000000.1/GWHFLAD00000000.1.gff.gz,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHFLAD00000000.1.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/GWHFLAD00000000.1.gff.gz
Huada_FTP_update,166,67,??????,Cenchrus americanus,diploid,GCA_963924085.1_AwK_v01_genomic.fna.gz,Cenchrus_americanus_GCA_963924085.1_AwK_v01_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2017/9/18,Nature Biotechnology,28922347,2350,1790,38579,884.95,18.18,Illumina,NGS,India,no,SOAPdenovo,NA,ALLMAPS,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Cenchrus_americanus/GCA_963924085.1_AwK_v01_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Cenchrus_americanus/Cenchrus_americanus_GCA_963924085.1_AwK_v01_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Cenchrus_americanus/GCA_963924085.1_AwK_v01_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Cenchrus_americanus/Cenchrus_americanus_GCA_963924085.1_AwK_v01_genomic.gtf
原始数据可用,167,68,???????,Cenchrus clandestinus,NA,GCA_051254175.1_ASM5125417v1_genomic.fna.gz,Cenchrus_clandestinus_GCA_051254175.1_ASM5125417v1_genomic.gtf,ASM5125417v1,Poales,Poaceae,Commelinids,Monocots,no,2025/7/8,NA,GCA_051254175.1,NA,1849.735317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/051/254/Cenchrus_clandestinus_monocots_ASM5125417v1_GCA_051254175.1/GCA_051254175.1_ASM5125417v1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_051254175.1_ASM5125417v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf3/Cenchrus_clandestinus/Cenchrus_clandestinus_GCA_051254175.1_ASM5125417v1_genomic.gtf
原始数据可用,168,69,??????,Cenchrus fungigraminus,tetraploid,GWHBWDX00000000.1.genome.fasta.gz,GWHBWDX00000000.1.gff.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2023/6/3,Plant Communications,10.1016/j.xplc.2023.100633,2070,1990,68526,NA,134075,PacBio;Illumina,HiFi,China,yes,Hifiasm,NextPolish,ALLHIC,ALLHIC,T2T,https://ngdc.cncb.ac.cn/search/?dbId=gwh&q=GWHBWDX00000000.1,https:// ngdc. cncb. ac. cn/ gwh/ Assembly/ 68115/ show,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHBWDX00000000.1.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/GWHBWDX00000000.1.gff.gz
Huada_FTP_update,169,70,??????,Cenchrus purpureus,NA,GCA_022644695.1_ASM2264469v1_genomic.fna.gz,Cenchrus_purpureus_GCA_022644695.1_ASM2264469v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2020/10/11,Molecular Ecology Resources,33040437,1970,1901,65927,150000,1820,Illumina;ONT,Other TGS,China,yes,SMARTdenovo,Pilon,LACHESIS,LACHESIS,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Cenchrus_purpureus/GCA_022644695.1_ASM2264469v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Cenchrus_purpureus/Cenchrus_purpureus_GCA_022644695.1_ASM2264469v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Cenchrus_purpureus/GCA_022644695.1_ASM2264469v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Cenchrus_purpureus/Cenchrus_purpureus_GCA_022644695.1_ASM2264469v1_genomic.gtf
UTR-HUADA问题,170,71,补充条目,Chasmanthium latifolium,NA,GWHFGPT00000000.1.genome.fasta.gz,PRODUCTION_84_result.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/11/2,NA,GWHFGPT00000000.1,NA,1391.3792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHFGPT00000000.1.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_84_result.gtf
原始数据可用,171,72,??????,Chloris gayana,diploid,GCA_031894775.1_ASM3189477v1_genomic.fna.gz,Chloris_gayana_GCA_031894775.1_ASM3189477v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2023/9/4,Frontiers in Plant Science,10.3389/fpls.2023.1239290,586,603.261687,46087,310.1,310.098,ONT;Illumina,Other TGS,Australia,no,Flye,NA,NA,NA,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_031894775.1/,https:// ngdc. cncb. ac. cn/ gwh/ Assembly/ 68115/ show,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_031894775.1_ASM3189477v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf3/Chloris_gayana/Chloris_gayana_GCA_031894775.1_ASM3189477v1_genomic.gtf
原始数据可用,172,73,???????,Chrysopogon serrulatus,NA,GCA_015844335.1_Cs-A1013-Draft-PanAnd-1.0_genomic.fna.gz,Chrysopogon_serrulatus_GCA_015844335.1_Cs-A1013-Draft-PanAnd-1.0_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2020/12/8,NA,GCA_015844335.1,NA,930.5092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/015/844/Chrysopogon_serrulatus_monocots_Cs-A1013-Draft-PanAnd-1.0_GCA_015844335.1/GCA_015844335.1_Cs-A1013-Draft-PanAnd-1.0_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_015844335.1_Cs-A1013-Draft-PanAnd-1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf3/Chrysopogon_serrulatus/Chrysopogon_serrulatus_GCA_015844335.1_Cs-A1013-Draft-PanAnd-1.0_genomic.gtf
UTR-HUADA问题,173,74,补充条目,Cleistogenes songorica,NA,GWHANUQ00000000.genome.fasta.gz,PRODUCTION_78_result.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2020/11/26,NA,GWHANUQ00000000,NA,540.1157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHANUQ00000000.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_78_result.gtf
原始数据可用,174,75,??????,Coix aquatica,diploid,GCA_009725075.1_ASM972507v1_genomic.fna.gz,Coix_aquatica_GCA_009725075.1_ASM972507v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2019/11/25,Molecular Plant,31778843,1660,1619,39629,148000,2240,Illumina;PacBio,Other TGS,China,yes,Canu,Pilon,LACHESIS,LACHESIS,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_009725075.1/,https:// ngdc. cncb. ac. cn/ gwh/ Assembly/ 68115/ show,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_009725075.1_ASM972507v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Coix_aquatica/Coix_aquatica_GCA_009725075.1_ASM972507v1_genomic.gtf
非UTR-缺注释,175,76,统计条目,Coix lacryma-jobi,tetraploid,GCA_009758035.1_Adlay_draft_genome_1.0_genomic.fna.gz,PRODUCTION_50_result.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2020/5/18,Plant Science,32528499,1560,1280,39574,594,NA,Illumina;PacBio,Other TGS,South Korea,no,Falcon,Quiver,SSPACE,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_009758035.1_Adlay_draft_genome_1.0_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_009758035.1_Adlay_draft_genome_1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_50_result.gtf
原始数据可用,176,77,???????,Cymbopogon citratus,NA,GCA_031170775.1_Ccit.v1.0_genomic.fna.gz,Cymbopogon_citratus_GCA_031170775.1_Ccit.v1.0_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2023/9/6,NA,GCA_031170775.1,NA,364.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/031/170/Cymbopogon_citratus_lemon_grass_Ccit.v1.0_GCA_031170775.1/GCA_031170775.1_Ccit.v1.0_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_031170775.1_Ccit.v1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf3/Cymbopogon_citratus/Cymbopogon_citratus_GCA_031170775.1_Ccit.v1.0_genomic.gtf
Huada_FTP_update,178,78,???????,Cymbopogon flexuosus,NA,GCA_027790015.1_ASM2779001v1_genomic.fna.gz,Cymbopogon_flexuosus_GCA_027790015.1_ASM2779001v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2023/1/9,NA,GCA_027790015.1,NA,545.4689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Cymbopogon_flexuosus/GCA_027790015.1_ASM2779001v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Cymbopogon_flexuosus/Cymbopogon_flexuosus_GCA_027790015.1_ASM2779001v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Cymbopogon_flexuosus/GCA_027790015.1_ASM2779001v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Cymbopogon_flexuosus/Cymbopogon_flexuosus_GCA_027790015.1_ASM2779001v1_genomic.gtf
原始数据可用,179,79,???????,Cynodon dactylon,NA,GWHDUCR00000000.genome.fasta.gz,GWHDUCR00000000.gff.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2025/1/6,NA,GWHDUCR00000000,NA,604.0343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/gwh/Plants/Cynodon_dactylon_bermudagrass_A12359_GWHDUCR00000000/GWHDUCR00000000.genome.fasta.gz,https://download.cncb.ac.cn/gwh/Plants/Cynodon_dactylon_bermudagrass_A12359_GWHDUCR00000000/GWHDUCR00000000.gff.gz,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHDUCR00000000.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/GWHDUCR00000000.gff.gz
原始数据可用,181,80,??????,Dactylis glomerata,diploid,GCA_007115705.1_ASM711570v1_genomic.fna.gz,Dactylis_glomerata_GCA_007115705.1_ASM711570v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2019/7/5,Plant Biotechnology Journal,31276273,1940,1840,40088,252520,930,Illumina;PacBio,Other TGS,China,yes,Falcon,Quiver,FragScaff;HiRise,HiRise,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_007115705.1/,https:// ngdc. cncb. ac. cn/ gwh/ Assembly/ 68115/ show,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_007115705.1_ASM711570v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf3/Dactylis_glomerata/Dactylis_glomerata_GCA_007115705.1_ASM711570v1_genomic.gtf
原始数据可用,182,81,??????,Dasypyrum villosum,diploid,GWHBJXA00000000.genome.fasta.gz,GWHBJXA00000000.gff.gz,91C43,Poales,Poaceae,Commelinids,Monocots,yes,2022/12/30,Molecular Plant,10.1016/j.molp.2022.12.021,4120,4050,39727,6560,4270,PacBio;BGI,Other TGS,China,yes,SMARTdenovo,Arrow;Pilon,BioNano Access;3D-DNA,3D-DNA,no,https://ngdc.cncb.ac.cn/search/?dbId=&q=GWHBJXA00000000,https:// ngdc. cncb. ac. cn/ gwh/ Assembly/ 68115/ show,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHBJXA00000000.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/GWHBJXA00000000.gff.gz
原始数据可用,183,82,??????,Dendrocalamus latiflorus,hexaploid,GCA_017311315.1_mabamboo_1.0_genomic.fna.gz,Dendrocalamus_latiflorus_GCA_017311315.1_mabamboo_1.0_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2022/1/6,Journal of Integrative Plant Biology,10.1111/jipb.13217,1324,1550,135231,4500,2570,PacBio;Illumina,Other TGS,China,yes,Falcon,Quiver;Pilon,FragScaff;ALLHIC,ALLHIC,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_017311315.1/,https:// ngdc. cncb. ac. cn/ gwh/ Assembly/ 68115/ show,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_017311315.1_mabamboo_1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Dendrocalamus_latiflorus/Dendrocalamus_latiflorus_GCA_017311315.1_mabamboo_1.0_genomic.gtf
Huada_FTP_update,184,83,??????,Dendrocalamus sinicus,hexaploid,GCA_036346575.1_KIB_Dsin_1_genomic.fna.gz,Dendrocalamus_sinicus_GCA_036346575.1_KIB_Dsin_1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/3/15,Nature Genetics,10.1038/s41588-024-01683-0,1400,1439.80 ,56847,36311.66 ,4293.77 ,ONT,ONT,China,yes,CANU;SMARTdenovo;NextDenovo,Racon;Nextpolish;Pilon,LACHESIS,BWA;HiC-Pro;LACHESIS,pan-genome,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Dendrocalamus_sinicus/GCA_036346575.1_KIB_Dsin_1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Dendrocalamus_sinicus/Dendrocalamus_sinicus_GCA_036346575.1_KIB_Dsin_1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Dendrocalamus_sinicus/GCA_036346575.1_KIB_Dsin_1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Dendrocalamus_sinicus/Dendrocalamus_sinicus_GCA_036346575.1_KIB_Dsin_1_genomic.gtf
UTR-HUADA问题,186,84,??????,Dichanthelium oligosanthes,diploid,GCA_001633215.2_ASM163321v2_genomic.fna.gz,PRODUCTION_115_result.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2016/10/28,Genome Biology,27793170,750,589,30153,NA,NA,Illumina,NGS,USA,no,ALLPATHS,NA,SSPACE,NA,no,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_001633215.2_ASM163321v2_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_115_result.gtf
Huada_FTP_update,187,85,??????,Digitaria exilis,tetraploid,GCA_015342445.1_DiExil_genomic.fna.gz,Digitaria_exilis_GCA_015342445.1_DiExil_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2020/9/8,Nature Communications,32901040,893,716.471,57021,10741,83.702,Illumina,NGS,Saudi Arabia,yes,DeNovoMAGIC;Minia,NA,HiRise;Bionano Access;ARKS;LINKS,HiRise,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Digitaria_exilis/GCA_015342445.1_DiExil_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Digitaria_exilis/Digitaria_exilis_GCA_015342445.1_DiExil_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Digitaria_exilis/GCA_015342445.1_DiExil_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Digitaria_exilis/Digitaria_exilis_GCA_015342445.1_DiExil_genomic.gtf
UTR-HUADA问题,189,86,统计条目,Digitaria milanjiana,tetraploid,GWHGGEZ00000000.1.genome.fasta.gz,PRODUCTION_87_result.gtf,#DZ2,Poales,Poaceae,Commelinids,Monocots,yes,2026/2/12,Nature Communications,10.1038/s41467-026-69076-x,NA,908.85,NA,NA,NA,PacBio;Illumina,HiFi,China,no,Hifiasm,NextPolish,RagTag,NA,no,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHGGEZ00000000.1.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_87_result.gtf
Huada_FTP_update,190,87,??????,Digitaria radicosa,diploid,GCA_041430275.1_ASM4143027v1_genomic.fna.gz,Digitaria_radicosa_GCA_041430275.1_ASM4143027v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/10/10,G3-Genes Genomes Genetics,10.1093/g3journal/jkae242,420.3,441.6,26577,NA,41500,PacBio;BGI;Illumina,HiFi,Japan,no,Hifiasm,Nextpolish;Merfin,RagTag,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Digitaria_radicosa/GCA_041430275.1_ASM4143027v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Digitaria_radicosa/Digitaria_radicosa_GCA_041430275.1_ASM4143027v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Digitaria_radicosa/GCA_041430275.1_ASM4143027v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Digitaria_radicosa/Digitaria_radicosa_GCA_041430275.1_ASM4143027v1_genomic.gtf
